,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
197,US,"A Schrader-related wine made by Thomas Rivers Brown, this 100% varietal wine is a showcase of the appellation, wide in appeal and bold, ripe red fruit. Sage, tar, cedar and pencil provide varietal complexity and contrast to the fruit; the tannins are integrated yet still grippy. Enjoy best from 2028–2038.",,94,80,California,Napa,Oakville,Virginie Boone,@vboone,Double Diamond 2018 Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Double Diamond
198,US,"Tightly wound in strong, powerful tannin, this vineyard-designate shows coastal intensity and savory elements of earth, black tea and forest floor. The fruit is subtle in cranberry and rhubarb, with a wisp of orange peel that lingers and adds brightness to the full-bodied style.",Platt Vineyard,94,120,California,Sonoma,Sonoma Coast,Virginie Boone,@vboone,Crescere 2017 Platt Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Crescere
199,US,"Relatively reserved aromas of red currant, wild cherry and crumpled rose petal show on the nose of this bottling. Soft tannins frame savory touches of sagebrush and dried herb, while rich red fruit, rose potpourri and a light leather flavor extend into the finish.",The Nines,94,99,California,Central Coast,Adelaida District,Matt Kettmann,@mattkettmann,Law 2017 The Nines Grenache (Adelaida District),Grenache,Law
200,US,"Roasted boysenberry, charcoal, cracked pepper and freshly dug muddy hole aromas show on the nose of this bottling. It's very taut in structure on the sip, where white pepper and thyme wade through richer tones of charred berry.",Rim Rock Vineyard,94,50,California,Central Coast,Arroyo Grande Valley,Matt Kettmann,@mattkettmann,Piedrasassi 2018 Rim Rock Vineyard Syrah (Arroyo Grande Valley),Syrah,Piedrasassi
201,US,"Creamy aromas of toasted nut met with honeysuckle, lemon peel and chiseled granite show on the nose of this block designate from vines planted at nearly 2,000 feet in 1980. It's well rounded on the palate, where flashes of tart apple and lemon peel are wrapped in sandy tannins.",Anna Cristina's Block Langley Hill Vineyard,94,80,California,Central Coast,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Thomas Fogarty 2017 Anna Cristina's Block Langley Hill Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,Thomas Fogarty
202,US,"Strong aromas of roasted plum and mulberry meet with fresh pomegranate, dark cocoa spice and dried meat on the layered and inviting nose of this reserve bottling. The dried meat element takes on a rustic tone on the sip, baked by more mulberry and an acidity that slices into the finish.",Lindsay's Vineyard Reserve,94,85,California,Central Coast,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Two Sisters 2018 Lindsay's Vineyard Reserve Pinot Noir (Sta. Rita Hills),Pinot Noir,Two Sisters
203,France,"With vines to the east of Saint-Emilion city, this wine is rich and solid with tannins, with a powerfully pure line of acidity and black fruits. The wine will age and should be ready to drink from 2026.",,94,80,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Sanctus 2018  Saint-Émilion,Bordeaux-style Red Blend,Château Sanctus
204,US,"This is an earthy, herbal and supple white wine, impressive in spicy lemon and pear. Lively, vibrant acidity keeps it fresh and compelling around mineral elements of stone as it builds a depth of balanced body weight and breadth, the oak well integrated and nuanced.",Arcadia Vineyard,94,65,California,Napa,Napa Valley,Virginie Boone,@vboone,Stag's Leap Wine Cellars 2018 Arcadia Vineyard Chardonnay (Napa Valley),Chardonnay,Stag's Leap Wine Cellars
205,US,"Baked strawberry, cherry compote, cinnamon-stick and chai aromas swirl into a very heady, inviting and attention-grabbing nose on this single-vineyard expression. There's tingling acidity on the palate, cutting through the rounded cherry-cream flavors and leading into tighter red-plum, fennel and clove touches.",La Encantada,94,65,California,Central Coast,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Alma Rosa 2018 La Encantada Pinot Noir (Sta. Rita Hills),Pinot Noir,Alma Rosa
206,US,"Classic aromas of wild berries and chaparral meet very ripe, indulgent fruit flavors in this full-bodied but supple and polished wine. This stand-out from one of Amador's top-quality producers was fermented with native yeast and aged in neutral oak barrels.",The Native,94,35,California,Sierra Foothills,Shenandoah Valley (CA),Jim Gordon,@gordone_cellars,Amador Cellars 2018 The Native Zinfandel (Shenandoah Valley (CA)),Zinfandel,Amador Cellars
207,Italy,"Rose, graphite, star anise and eucalyptus aromas come to the forefront. The chiseled, racy palate features juicy morello cherry, licorice and coffee bean framed in close-grained tannins and bright acidity. Drink 2023–2031.",La Casa,94,70,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Caparzo 2016 La Casa  (Brunello di Montalcino),Sangiovese,Caparzo
208,France,"Sun-drenched blackberry and cassis flavors are accented by hints of vanilla and olive tapenade in this full-bodied, voluptuous Syrah. It's a richly extracted red matured for 12 to 16 months in a combination of new and one-year-old oak but maintains a fresh, mineral spine and lifting acidity throughout. It's ready now but should drink well through 2028.",,94,38,Rhône Valley,Saint-Joseph,,Anna Lee C. Iijima,@annaleeiijima,Domaine des Remizières 2018  Saint-Joseph,Syrah,Domaine des Remizières
209,France,"Bold notes of vanilla and toasted cashew introduce this lusciously textured, dry white. A blend of Marsanne (60%) and Roussanne (40%) matured eight to ten months in new French oak, it balances white-peach and tangerine flavors against layers of struck flint, smoke and stone. It's an abundant, hedonistic wine that's delicious young but concentrated and complex enough to improve well through 2030 and hold longer still.",Ro-Rée,94,50,Rhône Valley,Saint-Joseph,,Anna Lee C. Iijima,@annaleeiijima,Domaine Louis Chèze 2018 Ro-Rée  (Saint-Joseph),Rhône-style White Blend,Domaine Louis Chèze
210,US,"This is an outstanding study in blending: bringing together the grapes of 11 vineyards across the valley and bringing in 2% Malbec and 2% Merlot. Juicy in dark cherry, plum and a fleshy, full-bodied midpalate, it is built around supple tannins and an enduring exuberance of balanced richness.",Silencieux,94,60,California,Napa,Napa Valley,Virginie Boone,@vboone,Venge 2018 Silencieux Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Venge
211,US,"Loads of carnations and other red-flower-potpourri aromas meet with crisp and tart plum, a hint of caramelized berries and a touch of sagebrush on the nose of this blend of 59% Grenache, 23% Cabernet Sauvignon and 18% Tempranillo. Fine-grained tannins and a slow-simmering, underlying acidity wrap up the dried sage and rustic fruit flavors of the palate.",Les Deux Freres,94,65,California,Central Coast,Paso Robles,Matt Kettmann,@mattkettmann,Benom 2018 Les Deux Freres Red (Paso Robles),Red Blends,Benom
212,France,"This latest release has richness and luscious black fruits that dominate the underlying firmer tannic structure. It is a proper second wine in the sense that it will age well over the medium term, giving drinking pleasure from 2024.",Pagodes de Cos,94,70,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Cos d'Estournel 2018 Pagodes de Cos  (Saint-Estèphe),Bordeaux-style Red Blend,Château Cos d'Estournel
213,France,"Under the same Rouzaud family ownership as Pichon Longueville Comtesse de Lalande in Pauillac, this estate has produced a structured wine. It offers dense and solid tannins, rich with a firm texture and black currant fruits. The wine has weight and density that need aging. Drink from 2026.",,94,60,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château de Pez 2018  Saint-Estèphe,Bordeaux-style Red Blend,Château de Pez
214,France,"The special bottle celebrates 100 years of ownership by the Cordier family, one of the top Bordeaux wine families.This wine shows concentration and intense black fruits. Rich dark chocolate and a luscious texture are allied to the firm base of tannins. The wine is set for aging. Drink from 2027.",,94,62,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Talbot 2018  Saint-Julien,Bordeaux-style Red Blend,Château Talbot
215,US,"Entirely varietal, this wine is fruity, spicy and full bodied, an impressive study in tar, earth, lavender and iron. Textured and densely packed, it is lengthy with rounded, supple tannin structure and shows the peppery earthiness of whole-cluster fermentation (38%). The vineyards include Steiner, Lawer and Kobler.",Cuvée Christine,94,55,California,Sonoma,Sonoma County,Virginie Boone,@vboone,Donelan 2016 Cuvée Christine Syrah (Sonoma County),Syrah,Donelan
216,US,"Elegantly floral aromas of lavender and violet meet with cola spice and mulberry on the nose of this bottling, which manages to tame the appellation's common need for extended aging into an approachable, ready-to-drink style. The palate is full of rose petal and purple-flower potpourri flavors, with unique touches of blueberry and a hint of pepper on the finish.",Brosseau The Swale,94,50,California,Central Coast,Chalone,Matt Kettmann,@mattkettmann,Seabold Cellars 2018 Brosseau The Swale Pinot Noir (Chalone),Pinot Noir,Seabold Cellars
217,France,"This estate is regaining its rightful place in the prestigious crus classés. Richly textured, this latest release shows luscious blackberry fruits and layers of firm tannins. The wine will age well, so wait to drink until 2026.",,94,45,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château de Camensac 2018  Haut-Médoc,Bordeaux-style Red Blend,Château de Camensac
218,France,"A densely textured and rich wine, this has power and concentration. Smoky tannins show strongly as well as juicy black-currant fruits that are still young. The wine, with its structure, is just starting on a journey to aging. Drink from 2027.",,94,106,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Gruaud Larose 2018  Saint-Julien,Bordeaux-style Red Blend,Château Gruaud Larose
219,US,"Sourced from a Keuka Lake vineyard, this rich dry Riesling offers dense tones of tangerine, lemon oil, pine and dry honeycomb on the nose. There's immense breadth and body to the palate, where juicy shots of orange and apple push through the sultry texture. There's a delicate earthiness to it all, with a crushed slate minerality zipping along on the lingering finish.",Shale Creek Bone-Dry,94,26,New York,Finger Lakes,Finger Lakes,Alexander Peartree,@apatrone23,Living Roots 2019 Shale Creek Bone-Dry Riesling (Finger Lakes),Riesling,Living Roots
220,Italy,"Forest-floor, camphor and exotic spice aromas waft out of the glass along with rose petal. The austere, structured palate delivers red cherry, cranberry, grilled Porcini and star anise alongside firm, close-grained tannins before finishing on a hint of bitter almond. Fresh acidity keeps balanced. Drink 2026–2036.",Pomona,94,105,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Villa Poggio Salvi 2016 Pomona  (Brunello di Montalcino),Sangiovese,Villa Poggio Salvi
221,France,"The second wine of Château Montrose is a major star in its own right. With dense tannins and concentrated black fruits, it has power and richness. The wine's potential, impressive for a second wine, is very evident in the structure. Drink from 2026.",La Dame de Montrose,94,49,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Montrose 2018 La Dame de Montrose  (Saint-Estèphe),Bordeaux-style Red Blend,Château Montrose
222,US,"Cabernet Sauvignon comprises 55% of this wine, with the balance Merlot (24%), Cabernet Franc (11%), and then equal parts Malbec and Petit Verdot. The fruit flavors show sophistication. It's packed tightly with youthful tannins, acidity and notes of cherry, black tea, raspberry and spice. It will have a very long life ahead of it. Drink 2030–2040.",Ferguson Vineyard Estate Grown,94,70,Washington,Columbia Valley,Walla Walla Valley (WA),Sean P. Sullivan,@wawinereport,L'Ecole No. 41 2018 Ferguson Vineyard Estate Grown Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,L'Ecole No. 41
223,France,"This wine has all the structured intensity and ripe fruitiness of a Saint-Julien. At the same time, it displays a light touch with the black fruits and open texture, promising an attractive wine. Drink the wine from 2026.",,94,50,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Gloria 2018  Saint-Julien,Bordeaux-style Red Blend,Château Gloria
224,US,"This nervy, appetizing and tightly balanced wine holds back a bit from complete ripeness to bring out tangy red- and black-cherry aromas, raspberry and cranberry flavors and a moderately tannic texture on a medium body. Made with native yeast, 45% of whole clusters and one-third new French barrels, it's a great showing in a slightly restrained style.",Nash Mill Vineyard,94,75,California,Mendocino County,Anderson Valley,Jim Gordon,@gordone_cellars,Wentworth 2019 Nash Mill Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Wentworth
